text,tag,split
"Utskottet påpekar i anslutning därtill, att det förekommit sjukdom bland hästarna i Norrland, och att det därför är av behovet påkallat, att norrländska jordbrukare till skäligt pris kunna få importera hästar. Det är riktigt, att det förekommit en hästsjukdom i Norrland, den s. k. vattensjukan. Men jag tror att det behov av hästar, som uppkommit genom denna sjukdom, kan fyllas genom det hästmaterial, som finns i landet, och särskilt då bland de nordsvenska hästarna. För den skull anser jag det vara fullkomligt omotiverat att föra fram ett sådant argument.",seg,val
"Jag vill inte gärna uppta tiden längre, men jag skulle ju vilja säga ett ord om att denna fråga gjorts till en Norrlandsfråga. Det kan hända att det är en Norrlandsfråga på visst sätt. Men jag vill påpeka, att just i Norrland råder för närvarande en synnerligen stor arbetslöshet, inte blott bland industribefolkningen, utan även och kanske inte minst bland den jordbrukande befolkningen. Den näringsgren, som för den norrländska jordbrukarbefolkningen givit det bästa tillskottet i fråga om nödvändiga extra förtjänster, har naturligtvis varit skogsbruket. Då trivaruindustrien och därmed också skogsbruket för närvarande nära nog ligger helt nere i vissa delar av Norrland och även i övrigt är mycket reducerad, har behovet av inkomster från andra håll gjort sig allt starkare gällande för denna befolkning. Kan då en norrländsk jordbrukare, genom att föda upp en eller ett par hästar och sälja dem, därigenom få en inkomst, så är det väl inte något ont i detta. Emellertid vill man inte tillåta det. utan man föredrar även på detta område att gynna utlandet. Jag måste säga, att det är ett egendomligt förfarande.",seg,train
"Utskottet har avstyrkt motionen, men det finns en reservation, som så att",seg,train
skränkningar i mötesrätten i samband med en epidemi — skall beslut Nr 149,seg,train
kunna tas med kvalificerad majoritet: minst fem sjättedelar av de röstande Fredagen den,seg,test
i riksdagen. 4 juni 1976 Vill man effektivt skydda friheten finns bara två vägar: antingen att,seg,train
för varje frihet ha en lika utförlig reglering i själva grundlagen som redan = Frioch rättigheter gäller för tryckfriheten eller att ställa upp krav på kvalificerat förfarande = i grundlag,seg,train
för lagar som inskränker friheterna. Regeringen har försökt en tredje,seg,train
väg: att i grundlagen ange vilka ändamål inskränkningarna får avse.,seg,train
"Inskränkningar får göras ”endast för att tillgodose ett ändamål som är godtagbart i ett demokratiskt samhälle”. Så sägs det i en oerhört allmän formulering. Och de skäl som räknas upp för frihetsinskränkningar ger ett gott skydd, säger justitieministern när han i dag angriper folkpartiet. Men låt oss se närmare på just det som herr Geijer tog upp.",seg,train
"Yttrandefriheten och informationsfriheten skall kunna begränsas med hänsyn till rikets säkerhet, folkförsörjningen, allmän ordning och säkerhet, enskilds anseende, privatlivets helgd, förebyggande och beivrande av brott och i övrigt om särskilt viktiga skäl föranleder det. Det borde vara uppenbart för alla i kammaren att de här formuleringarna kan tolkas nära nog hur som helst i ett läge när friheten är trängd. Vi är inte emot att de finns där. De är kanske bättre än ingenting. Men ensamma ger ""de ett mycket dåligt skydd för yttrandefriheten och för informationsfriheten.",seg,train
"Vill man genom ändamålsbestämningar och liknande öka skyddet för frioch rättigheterna, kan man troligen inte komma mycket längre. Det är ändå uppenbart att de inte ger ett tillräckligt skydd. De flesta av de här formuleringarna är så suddiga att tolkningarna av dem kan gå i vitt skilda riktningar. En lag som för några är, jag citerar förslaget till grundlag, ”ett hot mot den fria åsiktsbildningen” kan andra godta, eftersom den fria åsiktsbildningen kan påstås vara garanterad på andra sätt, t. ex. genom tryckfriheten, och därmed i realiteten upphäva en frihet, därför att tryckfriheten kan sägas vara den garantin. En allvarlig inskränkning i friheterna med hänvisning till ”allmän ordning och säkerhet” kan formellt motiveras som något helt annat än en begränsning av demokratin. I situationer, som inte kan förutses i dag, kan betänkliga inskränkningar av frioch rättigheterna göras, när de makthavande säger att ”särskilt viktiga skäl föranleder det”.",seg,test
Och märk väl: Den uppräkning av ändamål för inskränkning av yttrandeoch informationsfriheten som görs i regeringens och utskottets förslag är bara exempel som visar på vilka grunder man skall kunna inskränka yttrandeoch informationsfriheten.,seg,train
"Det kan sägas att det är bättre att ha än att inte ha formuleringar av det här slaget. I vissa debattlägen kan regeringsformens ord användas som argument mot vissa slag av angrepp mot frioch rättigheterna. Men än mer uppenbart är att det här är snömosparagrafer utan tvingande verkan, formuleringar som i krislägen kan komma att missbrukas nära nog hur långt som helst. 107",seg,train
Tisdagen den 17 maj 1966 fm.,note,test
Nr 24 65,note,train
"Riktlinjerna för lokaliseringspolitiken, m. m.",note,test
"1: 663 och II: 814, såvitt nu var i fråga, godkänna vad utskottet anfört;",note,train
"22. beträffande utredning om kontakterna mellan arbetsförmedling och de latent arbetslösa kvinnorna med avslag å motionerna 1I:628 och II: 783, såvitt nu var i fråga, godkänna vad utskottet anfört;",note,val
"23. beträffande yrkesutbildning för äldre arbetskraft med bifall till Kungl. Maj:ts förslag samt med avslag å motionerna I:678 och II: 836, såvitt nu var i fråga, godkänna vad utskottet anfört;",note,train
"24. beträffande bidrag till arbetsprövningsverksamheten i anledning av Kungl. Maj:ts förslag samt i anledning av motionerna I: 673 och II: 826, I: 674 och II: 838, I1:675 och II:832, 1:678 och II: 836, I:681 och II: 829 samt II: 839, samtliga motioner såvitt nu var i fråga, godkänna vad utskottet anfört;",note,train
"25. beträffande bidrag till arbetsträningsverksamheten med bifall till Kungl. Maj:ts förslag samt med avslag å motionerna I:681 och II: 829, såvitt nu var i fråga, godkänna vad utskottet anfört;",note,train
26. beträffande bidrag till driften av verkstäder för handikappade med bifall till Kungl. Maj:ts förslag samt med avslag å motionen II: 828 godkänna vad utskottet anfört;,note,train
27. beträffande arkivarbete i anledning av motionerna I:683 och II: 831 i skrivelse till Kungl. Maj:t giva till känna vad utskottet anfört;,note,train
"28. beträffande kompletterande lån till näringshjälp i anledning av Kungl. Maj:ts förslag samt med avslag å motionerna I: 682 och II: 837, såvitt nu var i fråga, i skrivelse till Kungl. Maj:t giva till känna vad utskottet anfört;",note,test
"29. beträffande komplettering av näringshjälpens maximibelopp till invalidbil med lån med avslag å motionerna I:682 och II: 837, såvitt nu var i fråga, i skrivelse till Kungl. Maj:t giva till känna vad utskottet anfört;",note,val
30. beträffande översyn av bestämmelserna för erhållande av motorfordonsbidrag i anledning av motionen I: 283 i skrivelse till Kungl. Maj:t giva till känna vad utskottet anfört;,note,train
"31. beträffande samordning m.m. av handikappoch åldringsvård med avslag å motionerna I:663 och II: 814, såvitt nu var i fråga, godkänna vad utskottet anfört;",note,val
"32. beträffande invandringspolitiken med bifall till Kungl. Maj:ts förslag samt med avslag å motionerna I:678 och II: 836, såvitt nu var i fråga, godkänna vad utskottet anfört;",note,train
33. beträffande kurser i svensk samhällskunskap för utländsk arbetskraft med avslag å motionerna I:267 och II: 342 i skrivelse till Kungl. Maj:t giva till känna vad utskottet anfört;,note,train
"34. besluta att motionerna I: 676 och II: 830, såvitt de avsåge investeringsfondernas utnyttjande, icke måtte föranleda någon riksdagens åtgärd;",note,train
"35. beträffande industribeställningar med bifall till Kungl. Maj:ts förslag samt med avslag å motionerna I:676 och II: 830, såvitt nu var i fråga, godkänna vad utskottet anfört;",note,test
"36. beträffande <arbetsmarknadsstyrelsens byggande verksamhet med bifall till Kungl. Maj:ts förslag samt med avslag å motionerna I:676 och II: 830, såvitt nu var i fråga, godkänna vad utskottet anfört;",note,train
"37. beträffande riktlinjer för arbetsmarknadspolitiken till den del de ej blivit under punkterna 1.—36. särskilt berörda med bifall till Kungl. Maj:ts förslag samt med avslag å i förevarande sammanhang behandlade motioner, till den del de ej blivit under nämnda punkter särskilt berörda, godkänna vad utskottet anfört;",note,train
38. bemyndiga Kungl. Maj:t att ändra personalförteckningen för arbetsmarknadsstyrelsen enligt vad i statsrådsprotokollet föreslagits;,note,test
39. godkänna i utskottets hemställan intagen avlöningsstat för arbetsmark-,note,test
3 — Andra kammarens protokoll 1966. Nr 24,note,train
68 Nr 20. Onsdagen den 16 mars 1938 e. m.,note,test
"Ang. arméns reservstater. (Forts.) Han ansåg emellertid, att det för att få frågan definitivt ur världen vore lämpligt att skriva till Kungl. Maj:t med begäran om en utredning av frågan. Jag har för min del av handlingarna i målet kommit till den uppfattningen, att ärendet enklast och bäst avgöres genom att riksdagen i år fattar ett definitivt beslut i sakfrågan genom att avvisa det framförda kravet. Jag menar, att frågan skulle på detta sätt lika bra kunna bringas ur världen som genom att skicka den till en utredning.",seg,test
"Detta är sålunda, herr talman, de skäl, som för mig varit bestämmande och som jag här sökt återge, och jag ber med detta att få yrka bifall till statsutskottets hemställan i den nu föredragna punkten.",seg,train
Herr Råstock:,intro,val
"Herr talman! Jag skulle icke ha blandat mig i denna debatt, om det icke varit så, att den förste talaren i kväll direkt provocerade fram ett anförande från min sida. Dessutom har jag i motionen fått skylta på ett sätt, som gör, att det kan vara ganska riktigt, att jag säger några få ord.",seg,train
"Jag vill börja med att berätta en liten historia, en bild ur livet. Det var så, att jag hade äran vara med i 1921 års pensionskommitté, och vi fingo där i sinom tid av dåvarande finansministern Thorsson det beskedet, att vi skulle få 2 miljoner att hushålla med, men inom denna ram försöka avväga de förbättringsförslag, som vi kunde komma med, så rättvist som möjligt. Vi hade många olika förslag uppe, jag vill minnas det var 25 eller 26, innan vi kommo till något, som var något så när tillfredsställande just ur de synpunkter, som finansministern under hand hade meddelat oss, att vi borde lägga på frågan. Vi kommo emellertid som sagt till ett resultat. Det blev en regeringsproposition, som också gick igenom. Nu kommer pudelns kärna! När jag sedan genom omständigheternas makt kom att samarbeta med en gammal pensionerad major — jag vill minnas han var major i trängen, men det är ju en bisak, som icke inverkar på frågans bedömande — sade denne till mig, att det hade väckt en ganska stor och oblandad tillfredsställelse bland pensionerade officerare, att en socialdemokrat kunde vara med om att tillstyrka pensionsförbättring åt gamla militärer, till på köpet i så pass hög löneställning och pensionsställning som majorer och överstelöjtnanter och hela vägen uppåt. Då svarade jag, och det är jag också i kväll beredd att säga, att jag för min del anser, att statens tjänstemän skola behandlas lika, antingen de ha tjänst i armén för försvaret, i marinen för försvaret eller ha någon civil ställning. Fr SNIA säger jag också i dag. De skola ur statens synpunkt behandlas ika.",seg,train
"Även om herr Lundqvist i Rotebro -— jag vet icke hur jag rättast skall uttrycka mig — såsom den oförfärade man han är, skulle ha lust svara ja på den fråga, som jag nu kommer att ställa, betvivlar jag, att åtskilliga av hans medlöpare, kanske jag bör säga, skola komma att svara ja på den frågan. Jag frågar herr Lundqvist: Om jag har den uppfattningen, att civila och militära befattningshavare skola behandlas lika i möjligaste mån, är herr Lundqvist i Rotebro då beredd och hans medlöpare från statsutskottet också beredda att för hela den avgångna civila personalen genomföra samma slags förbättring, oavsett vad det kostar och oavsett vilken löneställning vederbörande haft? Det är möjligt, att herr Lundqvist svarar ja — det kanske man kan få förutsätta — men jag tror icke, att det är lika säkert, att de ledamöter här i kammaren, som äro reservanter från statsutskottet, äro villiga att svara Ja på den frågan.",seg,train
